distCode,distName,officeCode,officeName,shopNo,month,year,noOfRcs,noOfTrans,riceAfsc,riceFsc,riceAap,wheat,sugar,rgdal,kerosene,totalAmount,salt,otherShopTransCnt
532,Adilabad,532001,Talamadugu,1901001,1,2025,885,885,1365.0,16176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28
532,Adilabad,532001,Talamadugu,1901002,1,2025,510,510,665.0,9576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
532,Adilabad,532001,Talamadugu,1901003,1,2025,263,264,525.0,4878.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23
532,Adilabad,532001,Talamadugu,1901004,1,2025,361,363,490.0,7026.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11
532,Adilabad,532001,Talamadugu,1901005,1,2025,896,899,5145.0,15784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33
532,Adilabad,532001,Talamadugu,1901006,1,2025,468,472,1295.0,8136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
532,Adilabad,532001,Talamadugu,1901007,1,2025,539,545,350.0,9762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81
532,Adilabad,532001,Talamadugu,1901008,1,2025,354,355,2240.0,5766.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
532,Adilabad,532001,Talamadugu,1901009,1,2025,312,312,840.0,6546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
532,Adilabad,532001,Talamadugu,1901010,1,2025,863,871,4025.0,15702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61
532,Adilabad,532001,Talamadugu,1901011,1,2025,504,505,295.0,9309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39
532,Adilabad,532001,Talamadugu,1901012,1,2025,807,808,980.0,15326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75
532,Adilabad,532001,Talamadugu,1901013,1,2025,414,414,840.0,7734.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26
532,Adilabad,532001,Talamadugu,1901014,1,2025,162,162,280.0,2994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
532,Adilabad,532001,Talamadugu,1901015,1,2025,343,344,2065.0,5316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
532,Adilabad,532001,Talamadugu,1901016,1,2025,781,782,1855.0,15474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
532,Adilabad,532002,Tamsi,1902001,1,2025,724,727,1925.0,12454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34
532,Adilabad,532002,Tamsi,1902002,1,2025,445,446,1330.0,8982.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
532,Adilabad,532002,Tamsi,1902003,1,2025,324,326,765.0,5790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
532,Adilabad,532002,Tamsi,1902004,1,2025,223,223,385.0,3792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
532,Adilabad,532002,Tamsi,1902005,1,2025,611,613,1400.0,10987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49
532,Adilabad,532002,Tamsi,1902006,1,2025,461,461,980.0,8580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215
532,Adilabad,532002,Tamsi,1902007,1,2025,405,406,1085.0,6936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207
532,Adilabad,532002,Tamsi,1902009,1,2025,620,620,1085.0,10909.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61
532,Adilabad,532002,Tamsi,1902010,1,2025,308,308,875.0,4728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
532,Adilabad,532002,Tamsi,1902011,1,2025,266,266,875.0,4470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
532,Adilabad,532004,Jainad,1904001,1,2025,685,693,1225.0,11544.0,0.0,0.0,6.0,0.0,0.0,81.0,0.0,98
