distCode,distName,officeCode,officeName,shopNo,month,year,noOfRcs,noOfTrans,riceAfsc,riceFsc,riceAap,wheat,sugar,rgdal,kerosene,totalAmount,salt,otherShopTransCnt
532,Adilabad,532001,Talamadugu,1901001,1,2024,948,950,1295.0,17283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32
532,Adilabad,532001,Talamadugu,1901002,1,2024,523,523,665.0,9834.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26
532,Adilabad,532001,Talamadugu,1901003,1,2024,271,271,560.0,4898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
532,Adilabad,532001,Talamadugu,1901004,1,2024,364,365,490.0,7161.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12
532,Adilabad,532001,Talamadugu,1901005,1,2024,925,926,5460.0,16170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
532,Adilabad,532001,Talamadugu,1901006,1,2024,488,491,1365.0,8430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26
532,Adilabad,532001,Talamadugu,1901007,1,2024,501,513,385.0,8958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36
532,Adilabad,532001,Talamadugu,1901008,1,2024,345,345,2205.0,5628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
532,Adilabad,532001,Talamadugu,1901009,1,2024,317,319,770.0,6702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
532,Adilabad,532001,Talamadugu,1901010,1,2024,887,893,4095.0,16164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68
532,Adilabad,532001,Talamadugu,1901011,1,2024,509,509,280.0,9453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29
532,Adilabad,532001,Talamadugu,1901012,1,2024,834,837,980.0,15900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94
532,Adilabad,532001,Talamadugu,1901013,1,2024,422,423,805.0,7872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29
532,Adilabad,532001,Talamadugu,1901014,1,2024,168,168,315.0,3060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
532,Adilabad,532001,Talamadugu,1901015,1,2024,338,338,2030.0,5148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
532,Adilabad,532001,Talamadugu,1901016,1,2024,781,783,1855.0,15504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
532,Adilabad,532002,Tamsi,1902001,1,2024,725,725,1855.0,12654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167
532,Adilabad,532002,Tamsi,1902002,1,2024,442,442,1239.0,8904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148
532,Adilabad,532002,Tamsi,1902003,1,2024,325,328,770.0,5856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
532,Adilabad,532002,Tamsi,1902004,1,2024,233,233,385.0,3971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
532,Adilabad,532002,Tamsi,1902005,1,2024,605,607,1400.0,10955.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
532,Adilabad,532002,Tamsi,1902006,1,2024,484,486,980.0,9024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224
532,Adilabad,532002,Tamsi,1902007,1,2024,409,409,945.0,7098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197
532,Adilabad,532002,Tamsi,1902009,1,2024,618,618,1120.0,10897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48
532,Adilabad,532002,Tamsi,1902010,1,2024,323,323,910.0,4944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
532,Adilabad,532002,Tamsi,1902011,1,2024,331,332,875.0,5526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
532,Adilabad,532004,Jainad,1904001,1,2024,679,690,1190.0,11436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
532,Adilabad,532004,Jainad,1904002,1,2024,686,688,1680.0,11076.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98
532,Adilabad,532004,Jainad,1904003,1,2024,433,433,735.0,8580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
532,Adilabad,532004,Jainad,1904004,1,2024,490,490,1015.0,8538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22
532,Adilabad,532004,Jainad,1904005,1,2024,672,674,1435.0,11202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
532,Adilabad,532004,Jainad,1904006,1,2024,423,423,1190.0,6672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
532,Adilabad,532004,Jainad,1904007,1,2024,435,435,1330.0,7190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
532,Adilabad,532004,Jainad,1904008,1,2024,188,188,455.0,3090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
532,Adilabad,532004,Jainad,1904009,1,2024,342,342,805.0,5970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
532,Adilabad,532004,Jainad,1904010,1,2024,304,304,665.0,4920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
532,Adilabad,532004,Jainad,1904011,1,2024,106,107,665.0,1482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
532,Adilabad,532004,Jainad,1904012,1,2024,316,316,945.0,5712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
532,Adilabad,532004,Jainad,1904013,1,2024,348,348,560.0,5850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
532,Adilabad,532004,Jainad,1904014,1,2024,268,268,700.0,4560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
532,Adilabad,532004,Jainad,1904015,1,2024,112,112,210.0,1776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
532,Adilabad,532004,Jainad,1904016,1,2024,583,583,1785.0,10230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
532,Adilabad,532004,Jainad,1904017,1,2024,203,203,280.0,3769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
532,Adilabad,532004,Jainad,1904018,1,2024,265,266,455.0,4860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
532,Adilabad,532004,Jainad,1904019,1,2024,560,561,1855.0,9711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
532,Adilabad,532004,Jainad,1904020,1,2024,349,349,945.0,5856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
532,Adilabad,532004,Jainad,1904021,1,2024,412,413,1435.0,6630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
532,Adilabad,532004,Jainad,1904022,1,2024,249,249,245.0,4452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
532,Adilabad,532004,Jainad,1904023,1,2024,104,105,280.0,1764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
532,Adilabad,532004,Jainad,1904024,1,2024,279,279,70.0,4962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
532,Adilabad,532004,Jainad,1904025,1,2024,596,596,315.0,11060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
532,Adilabad,532004,Jainad,1904026,1,2024,202,202,350.0,3582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
532,Adilabad,532004,Jainad,1904027,1,2024,605,606,0.0,11178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35
532,Adilabad,532004,Jainad,1904028,1,2024,181,181,245.0,2994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
532,Adilabad,532004,Jainad,1904029,1,2024,289,290,665.0,4740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
532,Adilabad,532004,Jainad,1904030,1,2024,166,167,455.0,2676.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
532,Adilabad,532004,Jainad,1904031,1,2024,340,342,1015.0,5594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
532,Adilabad,532004,Jainad,1904032,1,2024,417,417,700.0,7556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
532,Adilabad,532004,Jainad,1904033,1,2024,181,181,175.0,3216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
532,Adilabad,532004,Jainad,1904034,1,2024,251,253,280.0,4270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
532,Adilabad,532004,Jainad,1904035,1,2024,235,235,1190.0,4038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
532,Adilabad,532004,Jainad,1904036,1,2024,146,146,665.0,2262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
532,Adilabad,532004,Jainad,1904037,1,2024,539,566,560.0,9432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
532,Adilabad,532004,Jainad,1904038,1,2024,420,420,3990.0,6348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
532,Adilabad,532005,Bela,1905001,1,2024,406,406,1050.0,7530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183
532,Adilabad,532005,Bela,1905002,1,2024,394,395,280.0,7800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
532,Adilabad,532005,Bela,1905003,1,2024,494,495,1365.0,8626.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32
532,Adilabad,532005,Bela,1905004,1,2024,302,304,560.0,5406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
532,Adilabad,532005,Bela,1905005,1,2024,359,359,1050.0,5778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
532,Adilabad,532005,Bela,1905006,1,2024,406,407,490.0,7242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
532,Adilabad,532005,Bela,1905007,1,2024,479,479,1330.0,8502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
532,Adilabad,532005,Bela,1905008,1,2024,205,205,595.0,3534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
532,Adilabad,532005,Bela,1905009,1,2024,367,367,980.0,6126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
532,Adilabad,532005,Bela,1905010,1,2024,462,463,1155.0,8802.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26
532,Adilabad,532005,Bela,1905011,1,2024,254,254,595.0,4579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43
532,Adilabad,532005,Bela,1905012,1,2024,623,624,2205.0,10188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
532,Adilabad,532005,Bela,1905013,1,2024,207,208,35.0,3726.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
532,Adilabad,532005,Bela,1905014,1,2024,563,563,1190.0,10110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
532,Adilabad,532005,Bela,1905015,1,2024,395,395,420.0,7206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
532,Adilabad,532005,Bela,1905016,1,2024,161,161,650.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
532,Adilabad,532005,Bela,1905017,1,2024,295,296,420.0,5640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
532,Adilabad,532005,Bela,1905018,1,2024,262,262,910.0,4812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
532,Adilabad,532005,Bela,1905019,1,2024,348,351,549.0,6582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
532,Adilabad,532005,Bela,1905020,1,2024,297,297,280.0,5735.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
532,Adilabad,532005,Bela,1905021,1,2024,504,504,1155.0,9078.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
532,Adilabad,532005,Bela,1905022,1,2024,362,362,1015.0,6360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
532,Adilabad,532005,Bela,1905023,1,2024,344,344,2520.0,5484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
532,Adilabad,532005,Bela,1905024,1,2024,1022,1022,3815.0,21492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36
532,Adilabad,532005,Bela,1905025,1,2024,314,315,735.0,6804.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23
532,Adilabad,532005,Bela,1905026,1,2024,815,816,1645.0,15648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445
532,Adilabad,532006,Narnoor,1906001,1,2024,919,921,3675.0,17616.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,88
532,Adilabad,532006,Narnoor,1906002,1,2024,373,374,1995.0,6911.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,25
532,Adilabad,532006,Narnoor,1906003,1,2024,417,418,1330.0,8784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
532,Adilabad,532006,Narnoor,1906004,1,2024,295,295,2030.0,5350.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,12
532,Adilabad,532006,Narnoor,1906005,1,2024,477,477,1925.0,9756.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,75
532,Adilabad,532006,Narnoor,1906006,1,2024,751,751,4095.0,14050.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,17
532,Adilabad,532006,Narnoor,1906007,1,2024,785,789,1225.0,16225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203
532,Adilabad,532006,Narnoor,1906008,1,2024,269,269,805.0,5628.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,65
532,Adilabad,532006,Narnoor,1906009,1,2024,515,517,2310.0,10260.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,39
532,Adilabad,532006,Narnoor,1906011,1,2024,437,438,3303.0,7894.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,12
532,Adilabad,532006,Narnoor,1906012,1,2024,281,281,560.0,6018.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,7
532,Adilabad,532006,Narnoor,1906016,1,2024,309,309,1645.0,6216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
532,Adilabad,532006,Narnoor,1906022,1,2024,436,436,1050.0,8580.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0
532,Adilabad,532006,Narnoor,1906023,1,2024,450,450,455.0,9582.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,41
532,Adilabad,532007,Indravelly,1907001,1,2024,1377,1379,4760.0,26883.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303
532,Adilabad,532007,Indravelly,1907002,1,2024,878,879,1575.0,17550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286
532,Adilabad,532007,Indravelly,1907003,1,2024,817,817,5915.0,14358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228
532,Adilabad,532007,Indravelly,1907004,1,2024,790,790,2975.0,15858.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
532,Adilabad,532007,Indravelly,1907005,1,2024,376,376,1680.0,7290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
532,Adilabad,532007,Indravelly,1907006,1,2024,535,535,2410.0,10206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226
532,Adilabad,532007,Indravelly,1907007,1,2024,606,606,3395.0,11784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228
532,Adilabad,532007,Indravelly,1907008,1,2024,245,246,875.0,4578.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
532,Adilabad,532007,Indravelly,1907009,1,2024,278,279,1015.0,5634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36
532,Adilabad,532007,Indravelly,1907010,1,2024,789,790,3360.0,15882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42
532,Adilabad,532007,Indravelly,1907014,1,2024,624,624,5320.0,10189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60
532,Adilabad,532007,Indravelly,1907015,1,2024,394,394,1505.0,7698.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32
532,Adilabad,532007,Indravelly,1907016,1,2024,719,721,2030.0,15498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73
532,Adilabad,532007,Indravelly,1907017,1,2024,402,402,1820.0,8208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52
532,Adilabad,532007,Indravelly,1907018,1,2024,388,388,2905.0,6654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
532,Adilabad,532007,Indravelly,1907102,1,2024,134,134,665.0,2616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
532,Adilabad,532008,Gudihathnur,1908001,1,2024,1232,1233,3395.0,24114.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,196
