distCode,distName,officeCode,officeName,shopNo,month,year,noOfRcs,noOfTrans,riceAfsc,riceFsc,riceAap,wheat,sugar,rgdal,kerosene,totalAmount,salt,otherShopTransCnt
532,Adilabad,532001,Talamadugu,1901001,1,2023,973,973,1365.0,14725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32
532,Adilabad,532001,Talamadugu,1901002,1,2023,519,519,665.0,8150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
532,Adilabad,532001,Talamadugu,1901003,1,2023,255,255,490.0,3990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
532,Adilabad,532001,Talamadugu,1901004,1,2023,361,362,490.0,5934.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,8
532,Adilabad,532001,Talamadugu,1901005,1,2023,896,897,5320.0,13140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
532,Adilabad,532001,Talamadugu,1901006,1,2023,486,488,1330.0,7070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23
532,Adilabad,532001,Talamadugu,1901007,1,2023,475,476,280.0,7160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
532,Adilabad,532001,Talamadugu,1901008,1,2023,342,344,2170.0,4660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
532,Adilabad,532001,Talamadugu,1901009,1,2023,323,325,630.0,5720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
532,Adilabad,532001,Talamadugu,1901010,1,2023,840,844,3940.0,12960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34
532,Adilabad,532001,Talamadugu,1901011,1,2023,527,528,105.0,8380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
532,Adilabad,532001,Talamadugu,1901012,1,2023,765,766,945.0,12435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41
532,Adilabad,532001,Talamadugu,1901013,1,2023,426,429,770.0,6780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26
532,Adilabad,532001,Talamadugu,1901014,1,2023,169,169,280.0,2585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
532,Adilabad,532001,Talamadugu,1901015,1,2023,338,338,1920.0,4485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
532,Adilabad,532001,Talamadugu,1901016,1,2023,769,769,1645.0,12910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
532,Adilabad,532002,Tamsi,1902001,1,2023,710,711,1715.0,11255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207
532,Adilabad,532002,Tamsi,1902002,1,2023,460,462,1260.0,6950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211
532,Adilabad,532002,Tamsi,1902003,1,2023,322,324,770.0,4875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
