distCode,distName,officeCode,officeName,shopNo,month,year,noOfRcs,noOfTrans,riceAfsc,riceFsc,riceAap,wheat,sugar,rgdal,kerosene,totalAmount,salt,otherShopTransCnt
532,Adilabad,532001,Talamadugu,1901001,4,2023,979,979,1365.0,17910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
532,Adilabad,532001,Talamadugu,1901002,4,2023,520,520,665.0,9870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23
532,Adilabad,532001,Talamadugu,1901003,4,2023,264,264,560.0,4848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
532,Adilabad,532001,Talamadugu,1901004,4,2023,364,365,490.0,7201.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11
532,Adilabad,532001,Talamadugu,1901005,4,2023,895,895,5215.0,15894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
532,Adilabad,532001,Talamadugu,1901006,4,2023,489,491,1260.0,8520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23
532,Adilabad,532001,Talamadugu,1901007,4,2023,482,490,315.0,8730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23
532,Adilabad,532001,Talamadugu,1901008,4,2023,341,343,2170.0,5574.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
532,Adilabad,532001,Talamadugu,1901009,4,2023,313,313,665.0,6677.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
532,Adilabad,532001,Talamadugu,1901010,4,2023,864,866,3920.0,15924.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49
532,Adilabad,532001,Talamadugu,1901011,4,2023,511,511,140.0,9738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
532,Adilabad,532001,Talamadugu,1901012,4,2023,794,796,1015.0,15330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
532,Adilabad,532001,Talamadugu,1901013,4,2023,423,425,805.0,7968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26
532,Adilabad,532001,Talamadugu,1901014,4,2023,164,164,280.0,2994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
532,Adilabad,532001,Talamadugu,1901015,4,2023,344,344,1995.0,5358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
532,Adilabad,532001,Talamadugu,1901016,4,2023,775,775,1610.0,15431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
532,Adilabad,532002,Tamsi,1902001,4,2023,733,733,1785.0,12894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36
