distCode,distName,officeCode,officeName,shopNo,month,year,noOfRcs,noOfTrans,riceAfsc,riceFsc,riceAap,wheat,sugar,rgdal,kerosene,totalAmount,salt,otherShopTransCnt
532,Adilabad,532001,Talamadugu,1901001,2,2023,957,957,1330.0,14605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29
532,Adilabad,532001,Talamadugu,1901002,2,2023,516,516,630.0,8175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
532,Adilabad,532001,Talamadugu,1901003,2,2023,265,265,560.0,4100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
532,Adilabad,532001,Talamadugu,1901004,2,2023,361,362,490.0,5930.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,8
532,Adilabad,532001,Talamadugu,1901005,2,2023,903,904,5355.0,13305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
532,Adilabad,532001,Talamadugu,1901006,2,2023,485,487,1295.0,7045.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
532,Adilabad,532001,Talamadugu,1901007,2,2023,480,481,315.0,7175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
532,Adilabad,532001,Talamadugu,1901008,2,2023,339,339,2170.0,4645.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
532,Adilabad,532001,Talamadugu,1901009,2,2023,318,318,665.0,5625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
532,Adilabad,532001,Talamadugu,1901010,2,2023,842,845,3885.0,12920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35
532,Adilabad,532001,Talamadugu,1901011,2,2023,465,465,105.0,7435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49
532,Adilabad,532001,Talamadugu,1901012,2,2023,805,806,1015.0,12935.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117
532,Adilabad,532001,Talamadugu,1901013,2,2023,422,424,770.0,6675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
532,Adilabad,532001,Talamadugu,1901014,2,2023,168,168,280.0,2615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
532,Adilabad,532001,Talamadugu,1901015,2,2023,338,339,1960.0,4450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
532,Adilabad,532001,Talamadugu,1901016,2,2023,791,791,1715.0,13060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
532,Adilabad,532002,Tamsi,1902001,2,2023,696,696,1680.0,10145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
532,Adilabad,532002,Tamsi,1902002,2,2023,470,470,1260.0,7960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
532,Adilabad,532002,Tamsi,1902003,2,2023,322,324,770.0,4875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
532,Adilabad,532002,Tamsi,1902004,2,2023,237,237,385.0,3400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
532,Adilabad,532002,Tamsi,1902005,2,2023,603,604,1400.0,9035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
