distCode,distName,officeCode,officeName,shopNo,month,year,noOfRcs,noOfTrans,riceAfsc,riceFsc,riceAap,wheat,sugar,rgdal,kerosene,totalAmount,salt,otherShopTransCnt
532,Adilabad,532001,Talamadugu,1901001,5,2024,941,941,1365.0,17277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33
532,Adilabad,532001,Talamadugu,1901002,5,2024,520,520,700.0,9834.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29
532,Adilabad,532001,Talamadugu,1901003,5,2024,267,267,566.0,4886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
532,Adilabad,532001,Talamadugu,1901004,5,2024,367,368,490.0,7209.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,16
532,Adilabad,532001,Talamadugu,1901005,5,2024,912,912,5320.0,15996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
532,Adilabad,532001,Talamadugu,1901006,5,2024,482,484,1295.0,8379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
532,Adilabad,532001,Talamadugu,1901007,5,2024,488,491,385.0,8694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29
532,Adilabad,532001,Talamadugu,1901008,5,2024,352,354,2275.0,5730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23
532,Adilabad,532001,Talamadugu,1901009,5,2024,315,315,770.0,6636.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
532,Adilabad,532001,Talamadugu,1901010,5,2024,883,891,4095.0,16032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68
532,Adilabad,532001,Talamadugu,1901011,5,2024,501,501,251.0,9373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
532,Adilabad,532001,Talamadugu,1901012,5,2024,842,844,955.0,15978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103
532,Adilabad,532001,Talamadugu,1901013,5,2024,425,425,805.0,7974.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
532,Adilabad,532001,Talamadugu,1901014,5,2024,170,170,280.0,3084.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
532,Adilabad,532001,Talamadugu,1901015,5,2024,331,332,1960.0,5166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
532,Adilabad,532001,Talamadugu,1901016,5,2024,772,773,1820.0,15336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22
532,Adilabad,532002,Tamsi,1902001,5,2024,733,733,1855.0,12816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41
532,Adilabad,532002,Tamsi,1902002,5,2024,420,420,1225.0,8472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
532,Adilabad,532002,Tamsi,1902003,5,2024,330,332,735.0,5994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
532,Adilabad,532002,Tamsi,1902004,5,2024,233,233,420.0,3900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
532,Adilabad,532002,Tamsi,1902005,5,2024,597,597,1435.0,10633.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
532,Adilabad,532002,Tamsi,1902006,5,2024,460,462,980.0,8592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205
532,Adilabad,532002,Tamsi,1902007,5,2024,404,404,945.0,7021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193
532,Adilabad,532002,Tamsi,1902009,5,2024,607,607,1120.0,10711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
532,Adilabad,532002,Tamsi,1902010,5,2024,312,312,910.0,4802.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
532,Adilabad,532002,Tamsi,1902011,5,2024,322,323,875.0,5406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
532,Adilabad,532004,Jainad,1904001,5,2024,665,668,1155.0,11334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73
532,Adilabad,532004,Jainad,1904002,5,2024,676,677,1680.0,10844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96
532,Adilabad,532004,Jainad,1904003,5,2024,432,435,735.0,8544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
532,Adilabad,532004,Jainad,1904004,5,2024,496,501,1015.0,8586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
532,Adilabad,532004,Jainad,1904005,5,2024,662,663,1435.0,10986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34
532,Adilabad,532004,Jainad,1904006,5,2024,413,413,1155.0,6552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
532,Adilabad,532004,Jainad,1904007,5,2024,417,417,1225.0,6902.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
532,Adilabad,532004,Jainad,1904008,5,2024,190,190,455.0,3102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
532,Adilabad,532004,Jainad,1904009,5,2024,325,326,735.0,5652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
532,Adilabad,532004,Jainad,1904010,5,2024,312,312,700.0,4956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
532,Adilabad,532004,Jainad,1904011,5,2024,106,106,665.0,1470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
532,Adilabad,532004,Jainad,1904012,5,2024,324,324,1050.0,5772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
532,Adilabad,532004,Jainad,1904013,5,2024,332,332,560.0,5688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
532,Adilabad,532004,Jainad,1904014,5,2024,265,265,700.0,4488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
532,Adilabad,532004,Jainad,1904015,5,2024,113,113,210.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
532,Adilabad,532004,Jainad,1904016,5,2024,577,577,1680.0,10164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
532,Adilabad,532004,Jainad,1904017,5,2024,202,203,280.0,3812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
532,Adilabad,532004,Jainad,1904018,5,2024,264,265,455.0,4818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
532,Adilabad,532004,Jainad,1904019,5,2024,569,569,1820.0,9811.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
532,Adilabad,532004,Jainad,1904020,5,2024,338,338,910.0,5742.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
532,Adilabad,532004,Jainad,1904021,5,2024,414,414,1435.0,6684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
532,Adilabad,532004,Jainad,1904022,5,2024,255,255,245.0,4530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
532,Adilabad,532004,Jainad,1904023,5,2024,105,105,280.0,1794.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
532,Adilabad,532004,Jainad,1904024,5,2024,284,284,70.0,5022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
532,Adilabad,532004,Jainad,1904025,5,2024,585,585,315.0,10878.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
